Wersja j?zykowa (PL/EN),Zgoda na udzia? (wszyscy = 1),Kod polecaj?cy (nieobligatoryjne),"Po raz kt¢ry gra (1 = 1, 2 = 2, 3 = 3, 4 i 4+ = 4)","P?e? (M??czyzna, Kobieta, Inna)",Skala Kinseya (0-6),"Biseksualno?? - scenariusz z kobiet? = F, scenariusz z m??czyzn? = M)",Wiek,"PozytywnaPrezentacja1 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja2 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja3 (a= sexy, b = kind,c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja4 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja5 (a= sexy, b = kind, c = wealthy, d = healthy, e = artistic)","PozytywnaPrezentacja6 (a= sexy, b = kind, c = wealthy, d= healthy,  e= artistic)","ObrzydliwaPrezencja1 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja2 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja3 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja4 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja5 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja6 (a = patogen, b = sex, c = moral)",Tybur1 (0-6),Tybur2 (0-6),Tybur3(0-6),Tybur4 (0-6),Tybur5 (0-6),Tybur6(0-6),Tybur7 (0-6),Tybur8 (0-6),Tybur9 (0-6),Tybur10 (0-6),Tybur11 (0-6),Tybur12 (0-6),Tybur13 (0-6),Tybur14 (0-6),Tybur15 (0-6),Tybur16 (0-6),Tybur17 (0-6),Tybur18 (0-6),Tybur19 (0-6),Tybur20 (0-6),Tybur21 (0-6),SelfArt (1-11),SelfHealth (1-11),SelfKind (1-11),SelfSexy (1-11),SelfWealth (1-11),IdealArt (1-11),IdealHealth (1-11),IdealKind (1-11),IdealSexy (1-11,IdealWealth (1-11),HasChildren?,HowManyKids,YoungestKidAge,OldestKidAge,"MilkVSCereal (a - milk first, b- cereal first)",attention check,relationship status,timestamp
en,TRUE,game,1,m,0,f,44,c,e,e,e,d,d,c,a,c,a,c,c,3,5,6,5,5,4,5,4,4,5,6,3,2,5,4,5,4,5,4,5,5,5,7,7,7,5,5,5,5,5,5,Yes,1,1,NA,a,2,in relationship,3/29/2023
pl,TRUE,NA,1,f,3,m,23,e,c,b,e,a,b,c,b,a,a,b,b,5,3,5,6,0,0,4,1,1,6,1,5,6,1,5,4,5,6,6,5,5,6,9,7,7,6,6,9,9,7,8,Nie,0,NA,NA,b,2,in relationship,1/9/2023
pl,TRUE,KG0902,1,f,0,m,21,a,c,b,d,c,b,c,c,c,c,b,b,6,5,6,6,0,5,5,0,5,5,1,4,1,6,5,5,6,5,5,1,5,6,7,7,5,4,6,8,8,7,7,Nie,0,NA,NA,a,2,in relationship,1/7/2023
pl,TRUE,AB12,1,f,6,f,24,e,a,a,e,c,e,c,b,c,b,c,c,1,4,6,6,0,2,2,0,4,6,0,6,0,0,4,1,3,6,2,5,4,11,9,8,6,7,10,9,10,11,6,Nie,0,NA,NA,b,2,in relationship,12/28/2022
en,TRUE,Witaj w symulacji randki,1,f,1,m,38,d,d,b,b,d,b,a,b,b,b,b,b,6,5,4,5,6,5,6,4,5,6,5,6,5,4,5,6,5,4,5,6,5,11,10,6,8,3,11,10,9,8,9,Yes,2,3,7,a,2,in relationship,2/7/2023
pl,TRUE,AB12,1,m,6,m,30,c,a,b,e,c,e,c,b,b,c,b,b,3,3,3,4,0,4,2,1,4,5,3,3,3,2,4,4,3,4,4,0,4,7,7,8,7,6,7,8,7,8,8,Nie,0,NA,NA,a,2,single,2/10/2023
pl,TRUE,KG0902,1,m,0,f,40,c,c,e,c,a,b,c,c,a,a,c,c,4,3,5,6,3,5,4,3,1,6,0,1,6,2,2,5,1,4,6,2,5,7,9,6,6,4,7,7,7,7,6,Nie,0,NA,NA,b,2,single,1/4/2023
pl,TRUE,AB12,1,f,0,m,22,a,a,a,e,e,b,b,b,b,c,c,b,1,3,5,6,0,3,0,0,1,6,0,0,6,5,3,1,6,2,2,1,4,11,8,6,6,6,11,6,7,11,7,Nie,0,NA,NA,a,2,in relationship,1/22/2023
pl,TRUE,NA,1,m,6,m,26,a,a,b,d,e,e,c,b,a,a,c,a,5,3,2,6,1,1,1,0,1,5,2,4,3,2,0,0,1,3,5,0,1,8,10,9,6,5,7,7,8,7,4,Nie,0,NA,NA,b,2,single,1/25/2023
pl,TRUE,NA,1,f,4,f,28,a,b,b,d,d,b,c,b,c,a,c,c,3,3,5,5,3,6,3,4,6,6,1,6,2,0,6,4,3,5,6,3,6,1,11,6,6,8,1,11,7,9,6,Nie,0,NA,NA,b,2,single,2/7/2023
en,TRUE,NA,1,f,0,m,40,e,c,c,b,c,e,a,b,a,a,c,c,5,5,6,6,1,6,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,6,9,8,8,Yes,3,8,16,b,2,in relationship,2/6/2023
pl,TRUE,NA,1,m,4,m,29,b,e,b,d,d,e,c,c,a,a,b,b,4,0,1,6,0,0,5,0,1,6,1,0,6,0,1,3,4,1,5,1,1,5,6,10,6,3,6,6,10,7,5,Nie,0,NA,NA,b,2,in relationship,2/14/2023
pl,TRUE,KG0902,1,m,4,m,40,a,a,b,e,d,a,b,b,c,b,b,b,2,0,3,6,3,5,2,0,1,6,0,4,2,0,6,2,3,1,3,3,6,8,8,6,8,6,7,7,6,7,7,Tak,1,11,NA,b,2,other,1/4/2023
pl,TRUE,NA,1,f,4,f,21,e,a,e,e,c,a,c,a,c,a,b,c,3,5,5,6,0,0,1,0,6,6,2,2,0,0,4,1,6,6,3,0,5,6,4,8,6,6,6,7,8,6,6,Nie,0,NA,NA,b,2,other,2/1/2023
en,TRUE,GAME,2,m,4,m,32,d,b,e,a,e,b,a,a,c,a,b,a,4,3,5,3,4,5,4,3,4,5,4,3,4,5,3,5,3,4,5,3,5,2,5,4,4,5,2,6,6,2,5,Yes,1,4,NA,b,2,in relationship,3/7/2023
en,TRUE,game,2,m,0,f,37,a,a,a,e,e,a,c,c,b,c,c,c,5,3,5,6,0,3,5,0,3,6,0,3,6,0,3,6,3,3,6,0,4,11,7,8,6,4,8,8,8,8,6,No,0,NA,NA,b,2,single,2/23/2023
pl,TRUE,NA,1,m,0,f,27,e,c,d,b,a,b,c,a,c,b,c,b,6,0,2,6,0,4,0,0,5,6,0,2,2,0,0,5,3,4,6,0,5,8,9,10,7,10,8,10,9,11,10,Nie,0,NA,NA,b,2,single,1/29/2023
pl,TRUE,KG0902,1,f,0,m,22,a,c,a,a,a,a,b,c,c,b,a,b,4,6,6,6,3,4,2,6,6,6,6,4,3,2,3,6,6,3,4,6,6,6,6,10,4,6,6,11,9,8,9,Nie,0,NA,NA,b,2,in relationship,1/7/2023
en,TRUE,game,1,f,6,f,47,d,e,c,d,a,d,a,b,a,a,a,c,3,4,2,5,4,5,3,1,4,3,4,1,3,2,4,3,1,2,4,3,4,4,6,4,4,3,4,6,4,6,4,Yes,2,2,1,b,1,in relationship,3/7/2023
en,TRUE,game,1,f,0,m,30,c,d,d,d,b,c,c,a,b,c,b,a,6,6,6,6,6,6,5,6,6,5,6,6,5,6,6,6,6,5,6,6,6,11,11,11,11,11,11,10,11,10,10,Yes,2,NA,3,b,2,in relationship,3/21/2023
pl,TRUE,AB12,1,m,0,f,22,d,c,e,d,d,a,b,c,a,c,b,a,6,1,0,6,0,0,0,0,0,6,0,4,6,0,2,5,3,3,2,0,3,5,10,11,9,9,5,11,11,11,3,Nie,0,NA,NA,b,2,in relationship,1/22/2023
pl,TRUE,NA,1,f,1,m,26,b,c,e,b,d,e,c,b,c,a,c,a,2,0,5,5,0,6,1,0,4,5,1,4,5,0,1,2,6,6,5,0,4,7,6,7,7,6,7,11,9,9,7,Nie,0,NA,NA,b,2,in relationship,12/16/2022
pl,TRUE,NA,1,f,4,f,19,e,b,d,b,a,e,c,b,a,a,c,c,0,2,3,2,0,1,0,1,2,3,1,3,0,1,0,1,0,1,1,0,2,8,7,7,8,9,9,7,8,7,7,Nie,0,NA,NA,a,2,in relationship,1/12/2023
en,TRUE,game,1,m,5,m,30,c,c,e,d,d,d,a,c,b,b,c,c,5,4,5,4,5,4,5,4,5,4,5,3,4,3,4,3,4,3,4,3,4,2,2,2,2,2,2,3,1,2,7,No,0,NA,NA,a,2,in relationship,2/6/2023
en,TRUE,game,1,f,5,f,50,c,d,d,b,e,b,a,b,c,b,b,b,5,6,5,6,5,5,6,4,5,6,5,6,5,6,5,5,6,5,4,6,5,9,4,9,9,9,6,10,10,11,10,Yes,2,5,10,b,2,in relationship,2/6/2023
pl,TRUE,KG0902,1,m,0,f,21,c,a,a,d,d,b,b,c,a,c,b,b,1,3,5,4,3,5,0,2,5,6,4,3,3,3,3,0,5,5,2,6,4,1,8,6,6,7,4,6,6,6,6,Nie,0,NA,NA,b,2,in relationship,1/29/2023
en,TRUE,GAME,1,m,0,f,35,e,e,d,b,a,a,a,b,a,c,c,a,4,3,6,6,0,5,5,2,5,6,0,6,5,6,6,5,1,6,5,0,6,5,5,7,5,7,5,7,9,7,7,Yes,4,1,13,b,2,in relationship,3/29/2023
pl,TRUE,INSTAGRAM STUDY,1,f,3,f,19,e,c,e,b,d,b,a,c,b,c,b,b,2,1,5,6,0,2,1,2,2,5,5,5,6,5,4,3,6,6,4,0,5,4,6,7,5,6,7,11,7,7,7,Nie,0,NA,NA,b,2,in relationship,1/24/2023
en,TRUE,game,1,f,5,f,38,c,a,d,d,e,e,c,c,c,b,c,b,4,5,4,5,6,4,5,4,5,5,4,4,5,4,5,4,5,4,4,4,4,4,5,7,3,8,9,2,5,11,3,Yes,2,5,10,b,2,in relationship,2/6/2023
en,TRUE,game,1,f,2,m,55,a,d,e,b,c,d,c,b,c,c,a,c,6,5,5,5,4,6,5,6,5,5,6,4,2,3,3,2,4,3,3,4,6,1,1,4,3,6,7,6,6,7,9,Yes,1,20,NA,b,2,in relationship,2/6/2023
pl,TRUE,KG0902,1,f,0,m,32,c,d,b,b,b,a,c,c,a,a,a,a,6,2,6,6,3,6,3,2,6,2,3,6,3,1,5,5,3,4,4,2,6,1,1,5,6,6,3,9,6,6,8,Tak,1,3,NA,a,1,in relationship,1/4/2023
en,TRUE,NA,1,f,5,f,32,b,a,c,a,e,c,a,b,b,a,c,c,4,4,3,4,3,4,3,5,4,5,4,2,3,4,3,4,3,4,5,4,4,7,7,9,8,9,8,7,7,8,8,Yes,2,5,1,a,2,in relationship,2/6/2023
en,TRUE,INSTAGRAM STUDY,1,f,5,f,18,e,c,c,b,e,e,a,b,a,a,b,c,1,2,4,3,1,0,1,0,1,4,2,5,1,1,2,2,4,4,3,5,2,8,6,8,6,4,6,5,8,5,5,No,0,NA,NA,b,2,in relationship,1/23/2023
pl,TRUE,NA,1,f,6,f,38,e,a,a,a,a,a,c,a,b,c,c,c,3,4,6,5,0,1,2,0,2,6,0,4,6,0,4,6,6,2,6,0,0,6,9,9,9,9,6,8,9,9,6,Nie,0,NA,NA,b,2,other,2/7/2023
pl,TRUE,KG0902,1,f,3,f,21,e,b,a,e,e,e,b,a,b,c,c,b,0,2,3,1,0,1,4,0,2,5,1,3,4,1,2,5,2,1,3,3,1,8,7,9,11,7,7,7,7,5,7,Nie,0,NA,NA,b,2,single,1/7/2023
pl,TRUE,AB12,1,m,0,f,20,e,c,c,d,c,e,c,a,c,c,c,c,0,3,5,0,0,0,0,3,1,0,4,3,0,0,1,0,2,2,0,0,3,5,7,7,7,6,7,8,7,7,6,Nie,0,NA,NA,b,2,in relationship,12/28/2022
en,TRUE,NA,1,f,2,m,32,b,b,d,a,e,b,a,a,c,c,b,a,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,5,4,7,8,7,9,3,6,6,11,11,No,0,NA,NA,a,2,in relationship,3/21/2023
pl,TRUE,AB12,1,f,1,m,24,e,c,e,b,c,b,c,b,a,c,b,c,5,5,6,6,0,3,2,0,1,3,3,5,6,2,4,3,6,6,5,2,5,3,7,8,6,6,3,10,8,7,8,Nie,0,NA,NA,a,2,in relationship,2/1/2023
en,TRUE,game,1,m,6,m,30,d,d,d,d,c,b,a,b,b,c,a,c,6,5,4,5,4,3,4,5,5,4,3,2,4,5,4,3,4,5,4,3,5,4,5,4,6,6,3,5,5,4,7,Yes,2,2,1,b,5,in relationship,3/21/2023
en,TRUE,game,1,f,0,m,38,c,c,c,b,d,b,c,b,c,b,b,a,3,4,4,5,4,5,5,4,4,3,4,3,4,4,3,3,4,3,4,3,4,6,7,8,7,8,6,8,7,9,8,Yes,1,6,NA,a,2,in relationship,3/29/2023
en,TRUE,game,1,m,4,m,30,e,e,d,d,b,a,b,c,c,a,b,b,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,No,0,NA,NA,b,2,single,3/7/2023
pl,TRUE,AC3,1,f,6,f,18,e,c,b,e,b,e,b,c,b,b,b,b,4,6,2,5,3,1,1,0,0,6,4,4,3,1,0,4,5,1,6,1,0,2,4,9,3,4,6,6,7,6,6,Nie,0,NA,NA,b,2,single,2/10/2023
pl,TRUE,KG0902,1,m,6,m,23,c,c,a,b,e,e,b,c,b,b,b,b,1,1,1,3,0,3,0,0,3,4,1,2,2,0,3,2,1,5,3,0,1,9,9,9,8,7,6,8,8,7,7,Nie,0,NA,NA,a,2,in relationship,1/8/2023
en,TRUE,game,1,m,6,m,31,c,a,b,b,c,b,c,c,a,a,c,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,7,5,3,5,5,2,2,Yes,1,5,NA,b,2,in relationship,2/6/2023
pl,TRUE,NA,1,f,2,m,21,a,c,a,e,a,a,a,a,b,c,a,c,1,4,5,4,1,4,2,2,4,6,2,3,4,2,4,4,4,2,3,2,2,7,8,8,7,6,6,10,8,7,8,Nie,0,NA,NA,a,2,single,2/16/2023
pl,TRUE,NA,1,f,4,f,35,a,a,a,e,a,a,c,b,c,c,c,c,3,4,4,4,0,3,3,1,1,6,5,5,4,0,2,1,2,6,4,0,4,6,7,7,6,6,7,7,8,8,5,Nie,0,NA,NA,b,2,single,2/7/2023
en,TRUE,NA,1,m,6,m,39,e,a,e,d,e,b,c,b,b,b,b,b,4,0,6,5,0,6,4,0,4,5,1,6,5,0,5,5,0,6,4,0,6,6,9,7,9,9,9,9,8,9,8,No,0,NA,NA,b,2,in relationship,2/24/2023
en,TRUE,game,1,m,0,f,20,e,c,a,e,c,d,b,a,b,c,c,c,3,6,6,2,6,6,2,5,6,6,5,6,5,2,6,6,5,6,3,6,6,6,5,9,5,6,8,10,9,11,6,No,0,NA,NA,b,2,single,2/6/2023
pl,TRUE,AB12,1,f,3,f,24,b,e,a,c,d,e,c,b,c,a,a,c,1,3,0,6,0,3,4,0,4,6,6,6,6,1,2,5,5,6,6,2,6,8,5,9,8,1,3,6,8,5,6,Nie,0,NA,NA,a,2,single,12/28/2022
en,TRUE,game,1,f,1,m,45,c,e,a,c,c,c,a,a,b,c,b,b,1,4,6,4,3,3,3,2,3,5,3,3,6,4,4,4,4,4,4,5,4,6,6,7,7,4,6,7,8,7,7,Yes,1,20,NA,b,2,single,2/6/2023
en,TRUE,game,3,m,0,f,39,e,d,d,e,b,c,b,b,b,b,c,b,3,2,3,4,2,4,3,5,4,3,6,4,5,6,4,3,2,1,2,3,4,6,6,4,7,4,10,9,11,10,8,Yes,2,5,8,b,2,in relationship,2/6/2023
pl,TRUE,NA,1,m,4,m,19,e,e,e,d,a,e,a,c,b,c,b,b,2,1,3,5,0,4,1,0,1,5,3,2,3,1,2,3,3,5,3,0,5,10,8,7,8,6,10,11,9,8,10,Nie,0,NA,NA,a,2,single,1/13/2023
en,TRUE,game,1,f,0,m,55,d,b,e,b,a,a,c,c,b,c,c,c,4,6,5,6,5,4,3,5,4,5,6,4,2,6,4,2,5,4,3,6,5,6,7,9,6,7,5,7,9,6,7,Yes,1,24,NA,b,2,single,3/29/2023
pl,TRUE,NA,1,f,1,m,18,b,c,a,b,e,b,c,c,b,c,c,b,2,5,6,6,1,2,0,1,1,5,3,6,0,0,5,5,6,6,4,4,0,6,6,7,8,5,8,6,7,7,6,Nie,0,NA,NA,b,2,single,2/1/2023
pl,TRUE,KG0902,1,f,0,m,19,e,e,c,e,a,b,b,c,a,b,a,b,1,2,6,2,0,6,2,0,0,3,0,0,1,0,0,6,6,1,3,0,3,7,7,8,3,4,7,6,7,7,8,Nie,0,NA,NA,b,2,single,12/16/2022
pl,TRUE,NA,1,f,6,f,18,e,d,e,e,e,e,a,c,a,c,b,b,0,6,6,6,1,1,0,0,2,6,6,5,1,5,4,6,3,6,1,6,6,9,11,9,3,8,3,10,10,6,8,Nie,0,NA,NA,b,2,single,2/1/2023
en,TRUE,game,1,f,0,m,35,d,d,b,c,b,b,a,c,b,b,b,c,4,3,2,3,4,3,2,3,4,3,2,3,4,3,4,3,2,2,3,2,3,8,8,7,4,7,4,8,7,8,3,Yes,1,12,NA,b,2,in relationship,3/21/2023
en,TRUE,NA,1,f,1,m,48,e,a,d,d,a,b,a,b,b,c,c,c,0,2,3,0,2,5,0,1,3,0,3,2,0,3,3,0,1,2,0,2,6,8,9,6,9,9,6,7,8,9,8,Yes,3,3,12,b,2,in relationship,2/6/2023
pl,TRUE,NA,1,m,5,m,24,e,c,b,b,a,b,c,a,a,c,a,b,3,1,5,4,3,5,5,0,0,5,1,5,5,4,2,5,3,1,4,2,6,8,7,9,6,5,5,6,8,5,6,Nie,0,NA,NA,b,2,single,2/5/2023
en,TRUE,game,1,f,0,m,65,e,b,d,e,e,c,c,a,b,b,b,b,5,5,4,5,6,3,4,5,6,4,5,4,5,4,3,4,5,6,5,5,4,6,5,8,9,9,8,9,9,7,9,Yes,2,25,20,b,2,in relationship,3/11/2023
en,TRUE,NA,2,m,0,f,25,b,c,b,d,d,b,c,b,a,c,c,c,3,2,4,5,4,3,5,4,5,3,4,4,5,3,4,5,4,6,5,4,5,11,9,4,5,5,8,7,10,8,5,Yes,2,7,8,b,2,in relationship,2/24/2023
pl,TRUE,NA,1,f,1,m,23,e,c,a,b,b,e,c,b,a,c,b,b,1,1,4,4,0,4,0,0,2,5,0,5,1,0,4,2,5,5,4,1,4,6,6,10,6,5,8,9,10,11,6,Nie,0,NA,NA,a,2,in relationship,1/9/2023
pl,TRUE,KG0902,1,f,1,m,22,e,c,b,d,c,b,c,b,c,c,c,b,3,2,1,6,0,3,4,0,6,5,5,1,6,1,6,4,2,1,5,0,6,6,6,6,7,3,3,7,7,7,8,Nie,0,NA,NA,a,2,in relationship,1/7/2023
en,TRUE,game,1,m,3,f,31,d,a,d,a,e,c,c,b,b,a,a,a,4,3,4,3,5,4,3,4,5,4,5,3,4,5,4,3,4,5,4,5,3,2,1,1,1,5,2,5,6,7,1,No,0,NA,NA,b,4,single,2/6/2023
en,TRUE,NA,1,m,0,f,18,a,c,a,a,b,e,b,a,b,c,b,a,0,1,6,3,1,5,0,2,6,4,6,6,0,0,6,6,6,4,0,0,6,1,9,3,5,11,6,10,9,11,6,No,0,NA,NA,b,2,in relationship,2/6/2023
pl,TRUE,fb Micha?a S,1,f,1,m,30,e,b,b,c,e,d,c,a,a,a,c,b,0,1,3,0,2,1,0,1,2,3,2,1,0,1,2,1,4,3,1,3,2,8,9,8,7,6,9,10,9,8,7,Nie,0,NA,NA,b,2,in relationship,12/16/2022
en,TRUE,game,1,m,3,m,32,a,a,a,a,c,a,c,c,a,a,c,a,3,3,3,4,2,3,4,3,2,2,2,4,3,2,3,2,3,2,2,2,2,6,7,7,8,7,8,7,8,8,8,No,0,NA,NA,a,2,single,2/6/2023
en,TRUE,NA,1,f,3,f,48,d,c,d,b,e,e,a,c,c,c,b,c,3,4,5,4,3,5,3,4,3,4,5,2,3,3,2,3,2,3,4,4,3,11,5,10,6,8,3,7,7,7,4,Yes,2,-1,-1,b,2,in relationship,2/7/2023
en,TRUE,NA,1,m,0,f,30,b,d,d,d,e,a,c,b,a,c,b,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,8,9,9,7,8,7,6,Yes,1,2,NA,a,2,in relationship,2/6/2023
en,TRUE,game,1,m,0,f,22,e,c,c,c,b,e,a,b,a,c,a,c,2,4,4,3,3,2,1,2,3,4,2,4,3,3,2,4,3,2,2,2,3,5,6,7,3,6,5,6,8,6,6,No,0,NA,NA,b,2,single,2/6/2023
en,TRUE,game,1,m,1,f,27,b,a,a,d,d,a,a,c,c,c,a,b,1,6,5,6,6,2,1,5,4,3,0,4,5,1,2,1,2,4,2,0,5,6,4,10,6,4,6,10,11,9,10,No,0,NA,NA,a,2,in relationship,3/29/2023
pl,TRUE,KG0902,1,m,0,f,21,c,a,a,a,a,a,a,b,a,a,a,a,3,6,6,3,0,0,0,6,0,6,6,2,0,6,0,6,6,0,1,0,0,5,4,11,11,10,1,1,6,1,1,Nie,0,NA,NA,b,2,in relationship,1/29/2023
pl,TRUE,AB12,1,f,0,m,20,e,c,e,d,d,e,c,b,a,a,a,b,0,1,5,0,1,3,0,0,3,0,1,0,0,0,2,0,1,6,0,1,2,7,5,6,5,6,6,11,6,11,11,Nie,0,NA,NA,b,2,single,12/28/2022
pl,TRUE,AB12,1,m,3,f,18,e,c,a,d,b,c,c,c,c,c,c,c,0,0,6,0,2,0,0,0,6,6,3,6,0,2,0,0,0,0,0,0,0,1,1,9,6,1,6,6,6,6,6,Nie,0,NA,NA,a,2,single,2/4/2023
pl,TRUE,NA,1,f,1,m,20,e,c,b,e,a,e,c,c,b,c,c,c,1,4,2,4,0,1,1,0,0,3,3,6,4,0,2,2,6,2,4,0,2,4,8,8,9,6,6,8,9,8,6,Nie,0,NA,NA,a,2,in relationship,2/10/2023
pl,TRUE,NA,1,f,4,f,18,e,b,e,e,a,e,a,b,a,c,c,c,1,3,4,5,0,0,2,1,3,5,1,6,6,2,5,5,6,6,6,0,2,8,3,9,7,8,10,6,9,8,6,Nie,0,NA,NA,b,2,single,1/13/2023
en,TRUE,game,1,m,0,f,35,e,b,b,c,b,e,c,c,c,c,a,c,3,4,5,4,3,5,4,4,5,4,5,3,4,5,4,4,3,5,4,3,5,7,9,7,11,10,9,7,9,11,9,Yes,1,10,NA,b,2,in relationship,3/29/2023
pl,TRUE,NA,1,m,5,m,19,c,c,c,b,c,e,b,b,a,b,c,c,2,5,3,1,0,4,0,0,5,6,3,6,1,3,6,1,5,3,5,0,2,1,2,2,1,5,4,3,2,2,3,Nie,0,NA,NA,b,2,single,2/12/2023
en,TRUE,game,1,m,0,f,26,d,d,b,b,c,c,c,a,c,c,a,b,3,4,5,4,3,4,5,2,3,4,5,3,5,5,4,3,2,3,4,5,5,6,7,4,8,7,6,8,5,7,5,No,0,NA,NA,a,2,in relationship,2/24/2023
pl,TRUE,NA,1,m,0,f,38,e,a,e,b,e,e,c,b,c,c,b,b,6,1,2,6,0,2,3,1,3,6,4,5,6,2,4,3,5,4,6,1,1,8,8,10,9,6,9,9,8,8,7,Tak,2,NA,NA,b,2,in relationship,12/21/2022
pl,TRUE,KG0902 ,1,m,0,f,26,b,c,a,a,a,a,c,c,c,c,a,b,4,2,4,5,0,3,1,0,4,4,2,3,4,5,4,3,5,5,5,6,6,9,10,8,9,7,9,8,10,10,8,Nie,0,NA,NA,a,2,in relationship,1/4/2023
en,TRUE,game,1,f,0,m,34,d,e,b,e,e,e,a,c,b,c,c,b,3,6,1,2,5,2,3,1,4,3,6,0,6,4,4,2,6,4,2,1,6,1,6,6,11,11,6,11,6,6,11,No,0,NA,NA,a,2,in relationship,2/6/2023
en,TRUE,game,1,m,0,f,32,e,b,e,d,c,c,a,b,a,c,c,c,4,3,4,5,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,8,7,7,4,7,9,8,8,Yes,2,1,5,b,2,in relationship,2/6/2023
pl,TRUE,NA,1,f,3,m,20,e,e,e,b,e,e,b,b,a,a,b,c,0,4,5,2,3,2,1,1,5,5,6,6,3,2,2,6,6,6,5,1,3,8,3,7,2,5,8,6,9,6,7,Nie,0,NA,NA,b,2,single,1/9/2023
en,TRUE,game,1,m,1,f,29,b,e,a,c,b,d,c,c,b,a,a,c,3,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,6,4,7,8,9,10,10,8,6,6,No,0,NA,NA,b,2,in relationship,3/21/2023
en,TRUE,game,1,m,0,f,27,e,d,b,b,e,c,c,b,a,c,c,b,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,4,3,3,4,No,0,NA,NA,a,2,single,3/11/2023
pl,TRUE,NA,1,m,0,f,26,e,e,e,e,b,a,c,a,c,c,a,b,5,2,5,6,0,3,3,3,4,6,0,4,6,3,3,4,0,4,6,0,2,4,8,10,6,7,4,6,9,6,4,Nie,0,NA,NA,b,2,in relationship,12/17/2022
pl,TRUE,IPN37,1,m,1,f,20,a,b,a,a,a,e,c,c,a,a,a,a,2,2,6,3,2,6,5,2,5,5,2,4,3,2,4,5,3,2,4,3,5,10,8,6,5,8,8,9,8,10,5,Nie,0,NA,NA,b,2,single,2/9/2023
pl,TRUE,AB12,1,m,5,m,22,b,c,a,c,b,a,b,c,b,a,b,c,0,4,5,2,0,2,0,0,1,5,1,4,2,3,4,3,2,3,2,0,0,6,7,8,8,7,7,7,6,7,6,Nie,0,NA,NA,b,2,single,12/20/2022
en,TRUE,NA,1,m,0,f,33,a,a,b,b,d,c,b,b,a,a,a,a,6,0,4,2,0,4,3,2,2,1,2,4,3,3,1,1,0,2,1,1,1,6,5,6,6,4,5,7,5,6,8,No,0,NA,NA,a,2,in relationship,2/6/2023
pl,TRUE,KG0902,1,f,0,m,40,e,c,e,d,e,b,c,c,a,a,c,c,5,5,3,5,3,4,0,3,5,5,2,0,2,5,2,3,5,0,2,3,0,6,11,11,7,8,8,11,9,8,7,Nie,0,NA,NA,a,2,single,1/4/2023
pl,TRUE,AB12,1,f,1,m,23,e,e,d,c,b,e,c,a,b,a,b,b,6,6,3,6,6,1,3,5,1,5,6,3,6,6,3,6,6,2,5,2,1,8,7,7,6,6,7,7,7,6,6,Nie,0,NA,NA,a,5,single,12/28/2022
pl,TRUE,58303,1,f,5,f,28,a,a,a,d,a,e,c,c,b,a,b,b,6,5,3,6,0,1,2,0,2,4,1,4,5,0,2,4,4,1,3,0,3,4,8,10,6,6,6,9,8,6,6,Nie,0,NA,NA,b,2,single,1/9/2023
pl,TRUE,AC3,1,m,0,f,20,d,b,c,d,a,b,a,c,a,c,a,a,1,2,1,6,0,2,0,0,2,2,2,3,6,1,2,3,4,5,3,0,4,7,6,9,5,6,6,8,9,9,7,Nie,0,NA,NA,b,2,single,2/10/2023
pl,TRUE,NA,1,f,0,m,24,e,e,e,e,c,b,c,c,c,a,c,b,4,0,3,6,0,0,3,0,1,5,0,2,4,0,3,2,6,2,6,0,3,10,7,10,8,6,7,9,11,6,9,Nie,0,NA,NA,b,2,single,12/28/2022
pl,TRUE,KG9020,1,f,5,f,40,a,a,a,c,b,a,b,b,b,b,b,b,6,3,5,6,3,5,1,0,6,4,0,0,1,4,4,5,5,6,1,5,6,6,11,10,11,10,10,11,10,9,11,Nie,0,NA,NA,b,2,single,1/4/2023
en,TRUE,festa,1,f,0,m,27,a,d,e,c,b,c,a,c,a,b,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,Yes,2,2,4,b,2,in relationship,3/29/2023
